"State","Crime","Type of Crime","Year","Count"
"Alaska","Aggravated assault","Violent Crime","1997","3165"
"Alaska","Aggravated assault","Violent Crime","1998","3021"
"Alaska","Aggravated assault","Violent Crime","1999","2773"
"Alaska","Aggravated assault","Violent Crime","2000","2540"
"Alaska","Aggravated assault","Violent Crime","2001","2681"
"Alaska","Aggravated assault","Violent Crime","2002","2594"
"Alaska","Aggravated assault","Violent Crime","2003","2787"
"Alaska","Aggravated assault","Violent Crime","2004","3117"
"Alaska","Aggravated assault","Violent Crime","2005","3087"
"Alaska","Burglary","Property Crime","1960","751"
"Alaska","Burglary","Property Crime","1961","891"
"Alaska","Burglary","Property Crime","1962","865"
"Alaska","Burglary","Property Crime","1963","946"
"Alaska","Burglary","Property Crime","1964","1109"
"Alaska","Burglary","Property Crime","1965","1403"
"Alaska","Burglary","Property Crime","1966","1613"
"Alaska","Burglary","Property Crime","1967","1873"
"Alaska","Burglary","Property Crime","1968","2070"
"Alaska","Burglary","Property Crime","1969","2455"
"Alaska","Burglary","Property Crime","1970","2387"
"Alaska","Burglary","Property Crime","1971","2656"
"Alaska","Burglary","Property Crime","1972","3155"
"Alaska","Burglary","Property Crime","1973","3852"
"Alaska","Burglary","Property Crime","1974","3932"
"Alaska","Burglary","Property Crime","1975","4275"
"Alaska","Burglary","Property Crime","1976","4653"
"Alaska","Burglary","Property Crime","1977","5420"
"Alaska","Burglary","Property Crime","1978","5397"
"Alaska","Burglary","Property Crime","1979","5616"
"Alaska","Burglary","Property Crime","1980","5545"
"Alaska","Burglary","Property Crime","1981","5479"
"Alaska","Burglary","Property Crime","1982","5204"
"Alaska","Burglary","Property Crime","1983","5720"
"Alaska","Burglary","Property Crime","1984","6184"
"Alaska","Burglary","Property Crime","1985","6209"
"Alaska","Burglary","Property Crime","1986","6204"
"Alaska","Burglary","Property Crime","1987","5093"
"Alaska","Burglary","Property Crime","1988","4321"
"Alaska","Burglary","Property Crime","1989","4358"
"Alaska","Burglary","Property Crime","1990","4919"
"Alaska","Burglary","Property Crime","1991","5582"
"Alaska","Burglary","Property Crime","1992","5170"
"Alaska","Burglary","Property Crime","1993","4893"
"Alaska","Burglary","Property Crime","1994","4848"
"Alaska","Burglary","Property Crime","1995","5055"
"Alaska","Burglary","Property Crime","1996","5118"
"Alaska","Burglary","Property Crime","1997","4276"
"Alaska","Burglary","Property Crime","1998","4098"
"Alaska","Burglary","Property Crime","1999","3787"
"Alaska","Burglary","Property Crime","2000","3899"
"Alaska","Burglary","Property Crime","2001","3847"
"Alaska","Burglary","Property Crime","2002","3908"
"Alaska","Burglary","Property Crime","2003","3874"
"Alaska","Burglary","Property Crime","2004","3773"
"Alaska","Burglary","Property Crime","2005","4131"
"Alaska","Larceny-theft","Property Crime","1960","2195"
"Alaska","Larceny-theft","Property Crime","1961","2223"
"Alaska","Larceny-theft","Property Crime","1962","2424"
"Alaska","Larceny-theft","Property Crime","1963","3010"
"Alaska","Larceny-theft","Property Crime","1964","3046"
"Alaska","Larceny-theft","Property Crime","1965","3777"
"Alaska","Larceny-theft","Property Crime","1966","4354"
"Alaska","Larceny-theft","Property Crime","1967","4436"
"Alaska","Larceny-theft","Property Crime","1968","5307"
"Alaska","Larceny-theft","Property Crime","1969","6195"
"Alaska","Larceny-theft","Property Crime","1970","6595"
"Alaska","Larceny-theft","Property Crime","1971","7631"
"Alaska","Larceny-theft","Property Crime","1972","8577"
"Alaska","Larceny-theft","Property Crime","1973","9456"
"Alaska","Larceny-theft","Property Crime","1974","10016"
"Alaska","Larceny-theft","Property Crime","1975","12399"
"Alaska","Larceny-theft","Property Crime","1976","13969"
"Alaska","Larceny-theft","Property Crime","1977","13715"
"Alaska","Larceny-theft","Property Crime","1978","14522"
"Alaska","Larceny-theft","Property Crime","1979","15076"
"Alaska","Larceny-theft","Property Crime","1980","14916"
"Alaska","Larceny-theft","Property Crime","1981","16310"
"Alaska","Larceny-theft","Property Crime","1982","16672"
"Alaska","Larceny-theft","Property Crime","1983","17085"
"Alaska","Larceny-theft","Property Crime","1984","18140"
"Alaska","Larceny-theft","Property Crime","1985","18220"
"Alaska","Larceny-theft","Property Crime","1986","20879"
"Alaska","Larceny-theft","Property Crime","1987","18195"
"Alaska","Larceny-theft","Property Crime","1988","15911"
"Alaska","Larceny-theft","Property Crime","1989","15811"
"Alaska","Larceny-theft","Property Crime","1990","17428"
"Alaska","Larceny-theft","Property Crime","1991","20375"
"Alaska","Larceny-theft","Property Crime","1992","20728"
"Alaska","Larceny-theft","Property Crime","1993","21201"
"Alaska","Larceny-theft","Property Crime","1994","21824"
"Alaska","Larceny-theft","Property Crime","1995","21891"
"Alaska","Larceny-theft","Property Crime","1996","20557"
"Alaska","Larceny-theft","Property Crime","1997","20780"
"Alaska","Larceny-theft","Property Crime","1998","18611"
"Alaska","Larceny-theft","Property Crime","1999","16654"
"Alaska","Larceny-theft","Property Crime","2000","16838"
"Alaska","Larceny-theft","Property Crime","2001","16695"
"Alaska","Larceny-theft","Property Crime","2002","17739"
"Alaska","Larceny-theft","Property Crime","2003","18051"
"Alaska","Larceny-theft","Property Crime","2004","16159"
"Alaska","Larceny-theft","Property Crime","2005","17249"
"Alaska","Motor vehicle theft","Property Crime","1960","548"
"Alaska","Motor vehicle theft","Property Crime","1961","491"
"Alaska","Motor vehicle theft","Property Crime","1962","560"
"Alaska","Motor vehicle theft","Property Crime","1963","887"
"Alaska","Motor vehicle theft","Property Crime","1964","885"
"Alaska","Motor vehicle theft","Property Crime","1965","1030"
"Alaska","Motor vehicle theft","Property Crime","1966","1201"
"Alaska","Motor vehicle theft","Property Crime","1967","1100"
"Alaska","Motor vehicle theft","Property Crime","1968","1336"
"Alaska","Motor vehicle theft","Property Crime","1969","1668"
"Alaska","Motor vehicle theft","Property Crime","1970","1666"
"Alaska","Motor vehicle theft","Property Crime","1971","1636"
"Alaska","Motor vehicle theft","Property Crime","1972","1619"
"Alaska","Motor vehicle theft","Property Crime","1973","1736"
"Alaska","Motor vehicle theft","Property Crime","1974","2183"
"Alaska","Motor vehicle theft","Property Crime","1975","3238"
"Alaska","Motor vehicle theft","Property Crime","1976","3078"
"Alaska","Motor vehicle theft","Property Crime","1977","3066"
"Alaska","Motor vehicle theft","Property Crime","1978","2666"
"Alaska","Motor vehicle theft","Property Crime","1979","2501"
"Alaska","Motor vehicle theft","Property Crime","1980","2469"
"Alaska","Motor vehicle theft","Property Crime","1981","2845"
"Alaska","Motor vehicle theft","Property Crime","1982","2603"
"Alaska","Motor vehicle theft","Property Crime","1983","3084"
"Alaska","Motor vehicle theft","Property Crime","1984","3144"
"Alaska","Motor vehicle theft","Property Crime","1985","3159"
"Alaska","Motor vehicle theft","Property Crime","1986","3224"
"Alaska","Motor vehicle theft","Property Crime","1987","2553"
"Alaska","Motor vehicle theft","Property Crime","1988","2334"
"Alaska","Motor vehicle theft","Property Crime","1989","2398"
"Alaska","Motor vehicle theft","Property Crime","1990","3110"
"Alaska","Motor vehicle theft","Property Crime","1991","3043"
"Alaska","Motor vehicle theft","Property Crime","1992","2918"
"Alaska","Motor vehicle theft","Property Crime","1993","2701"
"Alaska","Motor vehicle theft","Property Crime","1994","3275"
"Alaska","Motor vehicle theft","Property Crime","1995","3151"
"Alaska","Motor vehicle theft","Property Crime","1996","2992"
"Alaska","Motor vehicle theft","Property Crime","1997","2784"
"Alaska","Motor vehicle theft","Property Crime","1998","2607"
"Alaska","Motor vehicle theft","Property Crime","1999","2658"
"Alaska","Motor vehicle theft","Property Crime","2000","2350"
"Alaska","Motor vehicle theft","Property Crime","2001","2618"
"Alaska","Motor vehicle theft","Property Crime","2002","2471"
"Alaska","Motor vehicle theft","Property Crime","2003","2461"
"Alaska","Motor vehicle theft","Property Crime","2004","2240"
"Alaska","Motor vehicle theft","Property Crime","2005","2595"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1960","78"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1961","84"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1962","86"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1963","93"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1964","83"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1965","80"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1966","98"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1967","91"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1968","105"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1969","102"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1970","168"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1971","124"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1972","142"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1973","167"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1974","206"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1975","191"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1976","177"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1977","217"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1978","221"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1979","219"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1980","279"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1981","227"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1982","236"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1983","213"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1984","238"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1985","254"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1986","307"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1987","253"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1988","294"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1989","237"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1990","284"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1991","291"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1992","312"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1993","339"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1994","426"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1995","439"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1996","377"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1997","375"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1998","376"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","1999","384"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","2000","359"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","2001","400"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","2002","387"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","2003","441"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","2004","414"
"Arizona","Murder and nonnegligent Manslaughter","Violent Crime","2005","445"
"Arizona","Forcible rape","Violent Crime","1960","209"
"Arizona","Forcible rape","Violent Crime","1961","200"
"Arizona","Forcible rape","Violent Crime","1962","198"
"Arizona","Forcible rape","Violent Crime","1963","222"
"Arizona","Forcible rape","Violent Crime","1964","259"
"Arizona","Forcible rape","Violent Crime","1965","286"
"Arizona","Forcible rape","Violent Crime","1966","296"
"Arizona","Forcible rape","Violent Crime","1967","273"
"Arizona","Forcible rape","Violent Crime","1968","313"
"Arizona","Forcible rape","Violent Crime","1969","390"
"Arizona","Forcible rape","Violent Crime","1970","478"
"Arizona","Forcible rape","Violent Crime","1971","553"
"Arizona","Forcible rape","Violent Crime","1972","650"
"Arizona","Forcible rape","Violent Crime","1973","637"
"Arizona","Forcible rape","Violent Crime","1974","807"
"Arizona","Forcible rape","Violent Crime","1975","789"
"Arizona","Forcible rape","Violent Crime","1976","674"
"Arizona","Forcible rape","Violent Crime","1977","786"
"Arizona","Forcible rape","Violent Crime","1978","1040"
"Arizona","Forcible rape","Violent Crime","1979","1120"
"Arizona","Forcible rape","Violent Crime","1980","1227"
"Arizona","Forcible rape","Violent Crime","1981","1064"
"Arizona","Forcible rape","Violent Crime","1982","1100"
"Arizona","Forcible rape","Violent Crime","1983","1241"
"Arizona","Forcible rape","Violent Crime","1984","1316"
"Arizona","Forcible rape","Violent Crime","1985","1458"
"Arizona","Forcible rape","Violent Crime","1986","1425"
"Arizona","Forcible rape","Violent Crime","1987","1396"
"Arizona","Forcible rape","Violent Crime","1988","1345"
"Arizona","Forcible rape","Violent Crime","1989","1286"
"Arizona","Forcible rape","Violent Crime","1990","1500"
"Arizona","Forcible rape","Violent Crime","1991","1590"
"Arizona","Forcible rape","Violent Crime","1992","1647"
"Arizona","Forcible rape","Violent Crime","1993","1488"
"Arizona","Forcible rape","Violent Crime","1994","1465"
"Arizona","Forcible rape","Violent Crime","1995","1418"
"Arizona","Forcible rape","Violent Crime","1996","1381"
"Arizona","Forcible rape","Violent Crime","1997","1492"
"Arizona","Forcible rape","Violent Crime","1998","1451"
"Arizona","Forcible rape","Violent Crime","1999","1383"
"Arizona","Forcible rape","Violent Crime","2000","1577"
"Arizona","Forcible rape","Violent Crime","2001","1518"
"Arizona","Forcible rape","Violent Crime","2002","1608"
"Arizona","Forcible rape","Violent Crime","2003","1856"
"Arizona","Forcible rape","Violent Crime","2004","1896"
"Arizona","Forcible rape","Violent Crime","2005","2006"
"Arizona","Robbery","Violent Crime","1960","706"
"Arizona","Robbery","Violent Crime","1961","786"
"Arizona","Robbery","Violent Crime","1962","851"
"Arizona","Robbery","Violent Crime","1963","897"
"Arizona","Robbery","Violent Crime","1964","967"
"Arizona","Robbery","Violent Crime","1965","895"
"Arizona","Robbery","Violent Crime","1966","898"
"Arizona","Robbery","Violent Crime","1967","1224"
"Arizona","Robbery","Violent Crime","1968","1448"
"Arizona","Robbery","Violent Crime","1969","1692"
"Arizona","Robbery","Violent Crime","1970","2130"
"Arizona","Robbery","Violent Crime","1971","2095"
"Arizona","Robbery","Violent Crime","1972","2350"
"Arizona","Robbery","Violent Crime","1973","3031"
"Arizona","Robbery","Violent Crime","1974","4396"
"Arizona","Robbery","Violent Crime","1975","3780"
